job_role,title,skills,skills_count,experience,salary,company,city,employment,url,skill_SQL,skill_Английский —_B2_—_Средне-продвинутый,skill_Английский_язык,skill_Python,skill_Docker,skill_Git,skill_Kubernetes,skill_PostgreSQL,skill_CI_CD,skill_JavaScript,skill_Английский —_B1_—_Средний,skill_Бизнес-анализ,skill_Английский —_C1_—_Продвинутый,skill_Аналитическое_мышление,skill_REST_API,skill_TypeScript,skill_Linux,skill_React,skill_Figma,skill_Деловая_коммуникация,skill_BPMN,skill_Java,skill_API,skill_UML,skill_Redis,skill_MySQL,skill_Agile,skill_Power_BI,skill_UX,skill_Postman,skill_HTML,skill_Atlassian_Jira,skill_UI,skill_DevOps,skill_PHP,skill_Grafana,skill_Adobe_Photoshop,skill_Разработка_технических_заданий,skill_Русский —_C2_—_В_совершенстве,skill_MS_Excel,skill_User_Story,skill_REST,skill_RabbitMQ,skill_Scrum,skill_Постановка_задач_разработчикам,skill_QA,skill_Project_management,skill_Prometheus,skill_CSS,skill_SOAP,skill_Русский —_C1_—_Продвинутый,skill_Angular,skill_Apache_Kafka,skill_Laravel,skill_Adobe_Illustrator,skill_Анализ_данных,skill_Gitlab,skill_Golang,skill_Node_js,skill_Системный_анализ
Backend Developer,,React; JavaScript; Next.js; TypeScript; Postgres; Express; Nest; Git; Node.js; SQL; Веб-программирование,11,1–3 года,,ТООMaxinum Consulting Ltd,,,https://hh.ru/vacancy/131771279,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend Developer,,Project management; Teamleading; Аналитическое мышление; Business Development,4,3–6 лет,,ТООBas marketing (Бас маркетинг),,,https://hh.ru/vacancy/132101378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Java; Spring Boot; Angular; Amazon Web Services; Английский язык; Agile; Английский — B2 — Средне-продвинутый,7,более 6 лет,,"ТООEpam Kazakhstan (Эпам Казахстан),ТОО",,,https://hh.ru/vacancy/132150639,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Backend Developer,,Ориентация на результат; Управление интернет-проектами; Информационные технологии; Веб-программирование; Веб-дизайн; Web Design; Web Application Development; 1С-Битрикс; CMS Wordpress; Разработка CMS; Создание сайтов; Drupal API; Internet Marketing; Internet; PHP; PHP5; Bootstrap; CSS3; CSS; .NET Framework; Zend Framework; Django Framework; Java; Joomla CMS; ORACLE; Системная интеграция; Oracle 10G; MySQL; Adobe Photoshop; Laravel,30,1–3 года,,ТООKazInSys,,,https://hh.ru/vacancy/131825449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Backend Developer,,PostgreSQL; PKI; ELK Stack; Prometheus; Grafana; Zabbix; CI/CD; Gitlab; Jenkins; Linux; Docker; Kubernetes; RBAC; OWASP; CSRF; API; REST; SOAP; gRPC; Kafka; RabbitMQ; ORACLE; Spring Boo; Cloud; Java; Java Memory Model,26,3–6 лет,,ТООIT Холдинг Kazdream,,,https://hh.ru/vacancy/132015552,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Backend Developer,,PHP; Laravel; MySQL; Git; Docker; ООП; Vue.js,7,3–6 лет,,ТООNLS Kazakhstan,,,https://hh.ru/vacancy/131871594,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Backend Developer,,С#; Redis; .NET Core; Английский — B1 — Средний,4,3–6 лет,,ТООStaff-UP Consulting Group,,,https://hh.ru/vacancy/131736445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Git; MVC; jQuery; PostgreSQL; PHP,5,3–6 лет,,ТООЦИТ Орлеу,,,https://hh.ru/vacancy/131707780,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Business English; Agile; SDLC; UML; BPMN; Английский — C1 — Продвинутый,6,3–6 лет,,Itransition,,,https://hh.ru/vacancy/131885953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Android; Android SDK; Kotlin,3,3–6 лет,,ТООGloberce Inc.,,,https://hh.ru/vacancy/131923626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Golang; Amazon Web Services; DevOps; React; QA; Flutter; Казахский — C1 — Продвинутый; Русский — C2 — В совершенстве; Английский — C1 — Продвинутый,9,3–6 лет,,ТООBeyimTech,,,https://hh.ru/vacancy/131876712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Backend Developer,,Kotlin; Android; MS SQL; Java,4,3–6 лет,,ZiMAD,,,https://hh.ru/vacancy/131714299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Английский язык; LLM; Русский — B2 — Средне-продвинутый; Английский — B2 — Средне-продвинутый,4,3–6 лет,,ОООMad Devs,,,https://hh.ru/vacancy/132617841,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Python; FastAPI; PostgreSQL; MongoDB; Английский — B1 — Средний,5,3–6 лет,,ТООФИНОНА,,,https://hh.ru/vacancy/132476168,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Java 11/17+; Spring Boot; Spring Security; Spring Data JPA; React.js; Next.js; OAuth 2.0; OpenID Connect; PostgreSQL; Redis; Docker; WebView; Flutter; SmartBridge; GitLab CI/CD; REST; Spring MVC; Nginx; Swagger; Mobile First; OpenAPI,21,3–6 лет,,Фонд социального медицинского страхования,,,https://hh.ru/vacancy/132183885,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Docker; PHP; Laravel; MySQL; Redis; Разработка концепции; Python; Английский — C1 — Продвинутый,8,3–6 лет,,Upward Digital OÜ,,,https://hh.ru/vacancy/132209086,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Backend Developer,,PostgreSQL; Python; Веб-программирование; Разработка ПО; JS; jQuery; Docker; Работа с базами данных; SQL; HTML; Redis; JavaScript; RabbitMQ,13,3–6 лет,,ТООSILENTSOFT,,,https://hh.ru/vacancy/131905583,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,React Native; TypeScript; JavaScript; Английский — B2 — Средне-продвинутый; Русский — B2 — Средне-продвинутый,5,3–6 лет,,ОООMad Devs,,,https://hh.ru/vacancy/131894833,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Flutter; Dart; REST API; Git; Clean Architecture; JSON; Xcode; CI/CD; Firebase,9,более 6 лет,,ТООATI Projects,,,https://hh.ru/vacancy/131787659,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,PostgreSQL; ETL; API; Data Pipeline; DWH,5,1–3 года,,ТООЦИТ Орлеу,,,https://hh.ru/vacancy/132459898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Python; Английский язык; PyTorch; FastAPI; Redis; Kafka; ML; Английский — C1 — Продвинутый,8,3–6 лет,,ТООВериграм,,,https://hh.ru/vacancy/131901669,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,PostgreSQL; Интеграционное тестирование; Python; GitHub; REST API; Оптимизация кода,6,1–3 года,,ТООK-Line Network,,,https://hh.ru/vacancy/131998938,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Developer,,Java; MongoDB; Kubernetes; Spring Boot; NoSQL; Apache Kafka; Казахский — C2 — В совершенстве; Русский — C2 — В совершенстве; Английский — B1 — Средний,9,1–3 года,,ТООJana Post,,,https://hh.ru/vacancy/132014989,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Backend Developer,,Node.js; PostgreSQL; Git; React; Организаторские навыки; Redis; Docker,7,3–6 лет,,Еадеск,,,https://hh.ru/vacancy/131977591,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend Developer,,Laravel; JavaScript; HTML,3,1–3 года,,ТООАйм Ивент,,,https://hh.ru/vacancy/132184726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Backend Developer,,Golang; LLM; Claude; Kubernetes; PostgreSQL; VictoriaMetrics; Grafana; Elasticsearch; RabbitMQ,9,более 6 лет,,ОООProgressive Mind,,,https://hh.ru/vacancy/131824897,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Backend Developer,,Golang; Английский язык; REST API; MySQL; gRPC; Kafka; RabbitMQ; CI/CD; Английский — B2 — Средне-продвинутый,9,более 6 лет,,Частная компания Neyco Ltd.,,,https://hh.ru/vacancy/132530216,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Backend Developer,,Swift; iOS; Git; Ui/Ux; iOS SDK; MVC; MVVM; keychain; JWT; Xcode; CI/CD; Английский — C1 — Продвинутый,12,3–6 лет,,ТООAgile Soft,,,https://hh.ru/vacancy/132049209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,antdesign; material-ui; next.js; tanstack; websockets; Redux; UI; hooks; API; Java; TypeScript; ui-библиотека,12,3–6 лет,,АОЦентр электронных финансов,,,https://hh.ru/vacancy/132538006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,UI; UX; Angular; React; HTML5; jQuery; JavaScript; Figma; CSS3; Next.js; TypeScript; Английский — A2 — Элементарный,12,3–6 лет,,ТООDocumentolog,,,https://hh.ru/vacancy/132656741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,React; VueJS; JavaScript; API,4,1–3 года,,Частная компания “Automated Communication Solutions Ltd.”,,,https://hh.ru/vacancy/132195211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,JavaScript; HTML; Git; Веб-программирование,4,1–3 года,,ТООNTS design,,,https://hh.ru/vacancy/132278266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,React Native,1,1–3 года,,ТООHJ Platform (Hero’s Journey),,,https://hh.ru/vacancy/131778421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,React,1,1–3 года,,АОНародный банк Казахстана,,,https://hh.ru/vacancy/132465160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,PHP; MySQL; React; React Native; TypeScript,5,более 6 лет,,ТООKulenkov Group,,,https://hh.ru/vacancy/132296794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,React; TypeScript; JavaScript,3,3–6 лет,,Т-Банк. ИТ. Разработка,,,https://hh.ru/vacancy/132462355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,JavaScript; Git; C#; Oracle Pl/SQL; ASP.NET,5,1–3 года,,"АОХалык-Life, АО",,,https://hh.ru/vacancy/131836076,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,PHP; Laravel; REST API; MySQL; SOLID,5,3–6 лет,,Genesis Group AG,,,https://hh.ru/vacancy/132097516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frontend Developer,,Английский язык,1,3–6 лет,,Genesis Group AG,,,https://hh.ru/vacancy/132444061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,MySQL; PHP; API; JavaScript; Laravel; HTML; SQL; CSS,8,3–6 лет,,ИПЕлисеев Максим Анатольевич,,,https://hh.ru/vacancy/132199457,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Frontend Developer,,JavaScript; React; Kubernetes; Docker,4,3–6 лет,,"ТООSmall, ТМ (Скиф Трейд, ТОО)",,,https://hh.ru/vacancy/132149293,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,HTML5; CSS3; JavaScript; Кроссбраузерная верстка; Адаптивная верстка; 1С-Битрикс,6,1–3 года,,ТООКомпания Hoster.KZ,,,https://hh.ru/vacancy/132273328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Английский — C1 — Продвинутый,1,3–6 лет,,Genesis Group AG,,,https://hh.ru/vacancy/132533111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Английский — A2 — Элементарный,1,1–3 года,,ТООБизнес парк Станица,,,https://hh.ru/vacancy/131847024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,C#; ASP.NET Core; BPMN,3,1–3 года,,"АОХалык-Life, АО",,,https://hh.ru/vacancy/131836062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,JavaScript; Angular,2,3–6 лет,,Т-Банк. ИТ. Разработка,,,https://hh.ru/vacancy/132461857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,Angular; Jest; Английский — B1 — Средний,3,1–3 года,,Andersen,,,https://hh.ru/vacancy/132421320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,CAD; C++; JavaScript; TypeScript; Английский — B1 — Средний,5,3–6 лет,,Andersen,,,https://hh.ru/vacancy/132530440,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,1С: Зарплата и управление персоналом; 1С программирование; 1С: Предприятие 8; 1C: Бухгалтерия; Oracle 11G; SQL; 1С; ORACLE,8,1–3 года,,"АОХалык-Life, АО",,,https://hh.ru/vacancy/131836065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,JavaScript; Ruby On Rails; HTML; SQL; MS SQL; Английский — B2 — Средне-продвинутый,6,1–3 года,,Itransition,,,https://hh.ru/vacancy/132461927,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,SQL; JSON; 1С: Управление Торговлей; Разработчик 1С; Специалист 1С; 1С программирование; MS SQL; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1С Торговля и склад; 1С разработчик; 1С программист; 1C Developer; 1C with SQL/JSON,14,3–6 лет,,ТООApple City Corps,,,https://hh.ru/vacancy/130353759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,React; JavaScript; Next.js; TypeScript; Postgres; Express; Nest; Git; Node.js; SQL; Веб-программирование,11,1–3 года,,ТООMaxinum Consulting Ltd,,,https://hh.ru/vacancy/131771279,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Frontend Developer,,.NET Core; JavaScript; Английский — B1 — Средний,3,не требуется,,Itransition,,,https://hh.ru/vacancy/130398990,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Python; Django; Docker; Linux; PostgreSQL; JSON; VueJS; PrimeVue; FastAPI,9,более 6 лет,,ТООApple City Corps,,,https://hh.ru/vacancy/130862524,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Angular; JavaScript; TypeScript; RESTful API; Tailwind; Английский — B1 — Средний,6,1–3 года,,Andersen,,,https://hh.ru/vacancy/132218859,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,Angular; JavaScript (ES6+); TypeScript; HTML5 / CSS; REST APIs integration; Английский — B1 — Средний,6,1–3 года,,Andersen,,,https://hh.ru/vacancy/132160157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,Ориентация на результат; Управление интернет-проектами; Информационные технологии; Веб-программирование; Веб-дизайн; Web Design; Web Application Development; 1С-Битрикс; CMS Wordpress; Разработка CMS; Создание сайтов; Drupal API; Internet Marketing; Internet; PHP; PHP5; Bootstrap; CSS3; CSS; .NET Framework; Zend Framework; Django Framework; Java; Joomla CMS; ORACLE; Системная интеграция; Oracle 10G; MySQL; Adobe Photoshop; Laravel,30,1–3 года,,ТООKazInSys,,,https://hh.ru/vacancy/131825449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Frontend Developer,,Постановка задач разработчикам; Стратегическое планирование; Управление бизнес процессами,3,3–6 лет,,ТООБІЛІМ CONSULTING,,,https://hh.ru/vacancy/132208761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Java; Spring Boot; Angular; Amazon Web Services; Английский язык; Agile; Английский — B2 — Средне-продвинутый,7,более 6 лет,,"ТООEpam Kazakhstan (Эпам Казахстан),ТОО",,,https://hh.ru/vacancy/132150639,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,Project management; Teamleading; Аналитическое мышление; Business Development,4,3–6 лет,,ТООBas marketing (Бас маркетинг),,,https://hh.ru/vacancy/132101378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,,Oracle Pl/SQL; Angular; TypeScript; GitHub,4,3–6 лет,,АОЦентр цифрового развития Национального Банка Казахстана,,,https://hh.ru/vacancy/132028639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frontend Developer,,Angular; JavaScript; TypeScript; CSS; HTML; Английский — B2 — Средне-продвинутый,6,3–6 лет,,Andersen,,,https://hh.ru/vacancy/131859934,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
